asset_id,asset_name,category,warehouse,quantity,reorder_level,unit_price,supplier_id,last_updated,status
ASTB3C2400D,wait statement,Infrastructure,Chicago,109,32,873.77,VND190C8D31,2024-02-09,Active
AST9FBED3D0,court young,Infrastructure,Dallas,142,14,135.48,VND37AB5C39,2025-08-11,Active
AST3B384199,choice ago,Tools,Chicago,127,30,54.93,VND4520F17A,2025-05-04,Active
AST518724CA,movement new,Tools,San Diego,143,25,660.31,VND3A746CBD,2025-08-23,Active
ASTDE894DC3,policy myself,Machinery,Austin,93,17,389.3,VND76F0F0E0,2024-09-12,Low Stock
AST318126E9,against speak,Infrastructure,Dallas,112,21,532.39,VNDAADD0D4D,2025-11-09,Active
AST027B9682,could nature,Tools,Dallas,95,21,398.4,VND8539FA55,2025-02-16,Active
ASTA176B75C,military less,Computers,Dallas,79,21,168.61,VND4DC2D394,2024-08-30,Active
AST4440A8B3,his firm,Furniture,San Jose,92,17,732.47,VNDE3830203,2024-11-20,Active
AST38A0158D,act event,Machinery,San Diego,117,29,818.46,VNDE6156EFE,2025-11-27,Active
AST9416A431,management again,Furniture,Houston,71,17,653.58,VND417BDCE6,2024-03-13,Discontinued
ASTA7B733E2,international great,Infrastructure,Austin,74,11,856.36,VNDE05F71D7,2025-12-04,Low Stock
AST5540A940,mention blue,Tools,Los Angeles,121,17,103.75,VNDB1228DD8,2025-12-02,Active
AST669D9AA3,cup will,Tools,Los Angeles,208,40,49.33,VNDC178B24A,2026-04-25,Active
AST43589343,I life,Vehicles,San Antonio,217,61,136.63,VNDA74DADEC,2024-03-04,Active
AST64C3EAB9,food cup,Infrastructure,New York,194,33,426.72,VNDB732CC31,2024-10-25,Active
ASTBBC8B543,defense necessary,Infrastructure,Jacksonville,58,6,555.7,VND4DC2D394,2026-08-01,Discontinued
AST8E2255FF,instead method,Tools,Chicago,271,45,725.94,VND0CE75C53,2024-05-17,Active
AST3A7A42C1,goal sister,Machinery,Los Angeles,124,16,539.96,VNDC4092504,2025-07-11,Low Stock
AST09EA6C2E,pressure behavior,Tools,San Diego,130,24,765.04,VND07F575C8,2026-04-10,Active
AST9CB0B8D8,coach as,Vehicles,Phoenix,62,8,798.34,VNDD2BB8334,2024-11-25,Active
ASTE1D00435,still just,Computers,San Diego,94,21,755.68,VND67D32B2F,2024-08-12,Active
AST86AC281F,discussion finish,Computers,Dallas,104,18,556.53,VND466655B2,2026-03-09,Active
ASTBA58646D,poor pick,Vehicles,Jacksonville,64,12,403.33,VND397FE668,2024-09-15,Active
AST2ADDD529,all firm,Tools,Austin,4,1,754.51,VND6FADEC72,2026-02-07,Active
ASTB4D2ADAF,lose quite,Vehicles,Chicago,143,37,412.45,VNDF5F231C0,2024-02-02,Active
ASTF5F89515,control service,Infrastructure,Phoenix,57,12,197.85,VNDD24A1BC5,2024-11-27,Active
AST6D03DA87,voice husband,Machinery,Houston,79,15,428.05,VNDB3180A0E,2024-06-03,Active
AST8A347E29,old simply,Furniture,San Diego,128,20,710.28,VNDB520DAB7,2024-10-09,Discontinued
AST88F24AA1,cut he,Furniture,Austin,102,26,143.81,VNDBA0CC89B,2024-12-29,Active
AST84A15FCD,relationship song,Tools,Phoenix,47,13,319.42,VND8C1D087C,2024-04-17,Active
ASTB3669649,marriage believe,Vehicles,Houston,67,10,210.25,VNDBC15E50D,2024-08-15,Active
AST8413B61E,range go,Vehicles,Los Angeles,210,62,318.78,VND3FC620C0,2024-10-05,Discontinued
AST9E639F71,another sort,Vehicles,Austin,1,1,577.79,VND4AFDF46C,2025-04-14,Active
AST94230478,modern it,Vehicles,Los Angeles,135,30,996.66,VND57CA31A1,2025-09-23,Active
AST771E2499,economy work,Furniture,Los Angeles,82,18,858.96,VND0300765D,2025-04-09,Active
AST4123662C,meet bed,Computers,Philadelphia,113,19,824.25,VND7B4F5D31,2024-11-29,Discontinued
AST5FBC0506,focus political,Vehicles,San Jose,75,10,182.56,VNDB1228DD8,2025-04-18,Active
AST84F16D65,player matter,Vehicles,Phoenix,94,24,188.76,VND2500CE76,2025-06-06,Active
AST56288707,into responsibility,Vehicles,Los Angeles,83,22,228.98,VND03F2A471,2025-11-04,Active
AST0A308BCF,former month,Tools,Phoenix,10,2,229.8,VND10335071,2025-12-26,Active
AST034327B9,best company,Machinery,Dallas,117,15,712.31,VND8CAEB48D,2025-08-30,Active
AST0A09DA86,ball daughter,Tools,Dallas,122,13,710.56,VNDBA0CC89B,2025-03-01,Discontinued
AST10779C66,adult second,Tools,San Antonio,3,1,14.48,VND6F35B3AD,2024-05-23,Active
ASTDA435BCC,less since,Furniture,New York,133,30,240.23,VND4EDF116C,2025-02-04,Active
AST648848D2,base policy,Computers,San Diego,25,4,754.88,VND1DF449E3,2026-06-09,Low Stock
ASTB91BCEE4,will marriage,Vehicles,Houston,147,30,926.33,VND275CA511,2026-04-27,Active
ASTB94639BB,speak necessary,Computers,Philadelphia,174,37,756.16,VND7DD7F0E9,2025-04-11,Active
AST8A9673F0,drug region,Infrastructure,Los Angeles,18,3,850.17,VND38095B8C,2025-06-26,Low Stock
ASTCD477464,let agent,Computers,Dallas,103,13,20.43,VND9E3DBA67,2024-08-09,Active
AST91A11C3B,term have,Infrastructure,Chicago,65,16,758.22,VND63A70F54,2024-10-30,Active
AST4FC49F3A,body out,Computers,San Diego,108,23,644.74,VND27D705EA,2024-09-28,Active
AST7953A26C,information street,Furniture,New York,61,11,506.11,VND3B5BB0BC,2024-03-23,Active
ASTC15C2B8C,trouble five,Machinery,Jacksonville,107,28,726.85,VND1A32B030,2025-07-13,Active
AST378DBC6F,culture card,Infrastructure,Phoenix,111,17,56.98,VND8BC82E76,2025-09-17,Active
AST76617667,because beat,Infrastructure,Phoenix,151,41,471.54,VNDF9F92F21,2024-07-14,Active
ASTFC53B7FC,beat memory,Vehicles,Dallas,20,2,639.33,VND0300765D,2024-12-19,Active
AST97EA2BEC,class nation,Machinery,Austin,12,1,147.17,VND09F13EB7,2025-06-21,Active
AST04A98654,last already,Tools,Los Angeles,113,15,936.53,VND5B2EC8F1,2026-05-04,Active
AST77C3B30F,upon day,Vehicles,San Diego,99,14,264.29,VND048CF2D5,2025-12-16,Discontinued
AST8F431639,spend lawyer,Tools,Houston,40,5,390.15,VND048CF2D5,2026-03-08,Active
AST606B20C1,spring them,Machinery,Austin,34,9,347.76,VND27D705EA,2025-08-18,Active
ASTE9BE11BB,single money,Computers,Houston,59,8,679.0,VNDCAF05089,2026-07-02,Active
AST9772CB4D,game term,Vehicles,Jacksonville,54,14,730.47,VND49FA8EB1,2025-09-18,Active
ASTEC425788,piece alone,Computers,Houston,67,10,525.8,VND048CF2D5,2026-05-29,Active
AST44B6D38D,example because,Computers,Dallas,124,18,520.51,VND34264845,2026-07-10,Active
AST7C7891D2,service provide,Vehicles,San Diego,150,35,634.66,VNDF981F27F,2026-07-16,Active
AST28F41117,few line,Tools,Dallas,102,10,815.82,VND4520F17A,2024-07-03,Low Stock
ASTA6C5E973,boy research,Machinery,Austin,48,10,220.13,VNDFDC347F6,2025-07-06,Active
ASTEF03AADD,feeling key,Vehicles,Austin,116,17,428.53,VND79774EB1,2024-08-24,Active
AST041A616F,husband central,Computers,Los Angeles,203,34,306.2,VND389A891A,2024-03-13,Active
AST149A7713,five dog,Computers,Austin,112,30,862.9,VND6FADEC72,2026-01-21,Active
ASTF0178063,such wish,Furniture,Jacksonville,70,13,112.87,VND7A22016F,2025-08-27,Active
ASTEC30ADAB,west environment,Tools,Chicago,57,13,874.33,VND2D25DD42,2026-04-14,Active
AST97880B4F,push surface,Tools,New York,94,11,536.25,VND8E10A670,2025-12-17,Active
ASTB749CCCC,exactly authority,Infrastructure,Chicago,56,12,101.23,VND1C52ED63,2025-10-08,Active
ASTE761E868,wear chance,Furniture,San Jose,96,20,416.68,VND020FD5AF,2024-06-08,Active
AST36840E28,age director,Furniture,Jacksonville,37,4,723.16,VND18221D96,2026-07-05,Active
AST48912F5E,true child,Machinery,San Antonio,89,12,774.39,VNDF7A9FFF9,2025-06-17,Active
AST3A510CB2,no tell,Machinery,San Antonio,44,8,196.64,VNDD2BB8334,2024-02-18,Active
AST0A11DDB0,nice through,Furniture,Phoenix,83,11,686.21,VND1306F6E1,2026-05-03,Active
AST389F0C44,thank land,Furniture,San Antonio,144,24,437.8,VNDB598AD91,2025-02-13,Active
AST229AADB8,citizen nearly,Furniture,Austin,69,18,525.38,VND489E103A,2026-03-07,Active
AST10381082,single enough,Tools,San Antonio,163,39,190.1,VND768A7583,2026-05-17,Low Stock
AST3BDEDDBC,would rest,Vehicles,Los Angeles,68,16,749.56,VNDE05F71D7,2025-02-26,Active
ASTEC348554,actually enter,Computers,San Diego,83,15,661.1,VND7DD7F0E9,2024-07-13,Active
AST3A8AF9F6,us with,Vehicles,Austin,72,16,664.52,VND29251C8F,2025-01-28,Active
AST331CB9DE,region always,Infrastructure,Jacksonville,57,16,108.53,VND7DD7F0E9,2025-06-15,Active
ASTC3A57E42,baby cause,Infrastructure,Philadelphia,64,18,589.98,VNDA6643FA7,2026-04-22,Active
AST2C043184,want present,Computers,Phoenix,37,6,449.31,VNDFDC347F6,2024-03-30,Active
ASTEB343BFE,question where,Infrastructure,Philadelphia,99,17,163.0,VND672E91CF,2024-01-30,Active
ASTCA644D65,space green,Tools,New York,156,37,763.9,VNDA6643FA7,2024-05-07,Discontinued
AST04C62AE3,nor cost,Furniture,Austin,160,42,808.05,VND557FD788,2026-05-10,Active
AST853BFA31,site arm,Furniture,Austin,95,10,293.71,VNDD74D095B,2026-06-25,Active
ASTDB901C9E,certain difference,Vehicles,Philadelphia,147,15,946.8,VND97E5802F,2026-01-15,Active
AST17CA55E3,none western,Computers,Chicago,118,30,459.49,VNDD95DB1B7,2026-03-07,Active
AST998E2FEC,section away,Machinery,Dallas,151,28,311.25,VNDF10E17A7,2025-05-27,Discontinued
AST91A5EA2F,little that,Computers,Jacksonville,102,10,630.06,VND448E4836,2025-02-12,Discontinued
ASTA4BD72E7,former recently,Vehicles,Houston,118,34,278.86,VNDA402B738,2026-06-09,Active
ASTDD41D392,four ball,Furniture,Philadelphia,50,10,590.5,VND1DF7F1DC,2024-08-31,Low Stock
AST3330C3BC,hotel point,Tools,Los Angeles,91,12,153.27,VND66F3A422,2025-05-19,Active
AST382595A0,bill happen,Infrastructure,Phoenix,53,13,263.06,VND111F855A,2024-04-27,Active
AST78B3AF3D,magazine power,Vehicles,New York,126,25,166.23,VND1DF7F1DC,2026-04-13,Active
ASTA7385B0C,program mind,Vehicles,Los Angeles,29,3,431.58,VND1306F6E1,2025-11-25,Active
AST7BBBB755,expect must,Furniture,Austin,101,12,920.71,VND80A0A536,2024-02-23,Active
AST6B37B308,across likely,Computers,San Antonio,80,9,590.16,VNDC995E3B7,2026-07-19,Active
AST0587C7E8,cold huge,Tools,Dallas,107,26,175.64,VND44174C92,2025-04-03,Active
AST47334A8E,ready strong,Vehicles,Chicago,109,29,220.36,VNDCE923A65,2024-10-31,Active
ASTA8D108D4,business bring,Vehicles,San Antonio,149,41,542.84,VND0CE75C53,2026-08-03,Active
ASTB1BE6926,miss long,Vehicles,San Diego,79,17,380.63,VNDDFDF8860,2025-03-30,Active
AST124A831B,why our,Machinery,Phoenix,43,5,308.68,VND18221D96,2025-09-01,Low Stock
ASTC9A42108,individual sister,Furniture,New York,43,6,954.68,VNDA0E8AF6C,2025-11-21,Low Stock
AST06F38688,however forget,Machinery,Los Angeles,213,29,827.7,VND999ED598,2026-02-18,Active
AST4E8D3B60,window another,Furniture,Los Angeles,109,29,494.91,VND1DF449E3,2024-04-24,Discontinued
ASTC17E0199,product fly,Vehicles,New York,37,7,711.71,VND557FD788,2026-06-17,Active
AST5DFD2D45,third summer,Tools,Los Angeles,84,22,303.7,VND4706504E,2025-06-01,Active
ASTE5FFA937,organization like,Vehicles,San Antonio,88,13,375.48,VNDF08F6829,2025-10-22,Discontinued
AST335DD541,middle your,Machinery,Dallas,130,31,574.01,VND1DF449E3,2024-11-06,Active
AST3DD2353B,first bit,Tools,Chicago,130,26,847.75,VNDCFB6DC09,2025-12-26,Active
ASTBAED0D9C,fire law,Tools,Chicago,132,28,904.71,VND2258ABB1,2025-04-07,Active
ASTBB40A1A7,tonight still,Vehicles,San Diego,112,32,159.33,VND67D32B2F,2025-10-30,Active
ASTDE9E168D,society fear,Computers,Houston,89,17,619.8,VND8539FA55,2025-01-27,Active
AST0F825CB6,relate under,Vehicles,New York,168,36,325.98,VND86F10A10,2026-06-07,Active
AST57D852A2,my parent,Machinery,San Diego,67,8,320.18,VNDF549E284,2025-06-24,Active
AST78CDD323,receive others,Computers,Dallas,77,8,333.88,VND6B54C68D,2024-10-21,Active
AST201B13E7,full sign,Infrastructure,Jacksonville,51,14,336.21,VND27D705EA,2026-04-02,Active
AST03760554,camera house,Furniture,Phoenix,83,18,648.86,VND6121FB48,2024-05-16,Low Stock
AST7C6C51E4,maybe seek,Infrastructure,Dallas,124,20,210.76,VND4EA7F305,2025-09-26,Active
AST40254178,bring involve,Tools,Chicago,28,6,98.92,VND96325CEF,2026-06-28,Active
ASTB46227C1,instead car,Computers,Philadelphia,59,17,614.26,VND63A70F54,2026-04-30,Active
AST001C4BDF,people personal,Machinery,San Antonio,148,30,971.61,VND38095B8C,2024-11-25,Active
ASTE380DEF8,pretty picture,Furniture,Dallas,52,14,94.79,VND03F2A471,2024-12-19,Active
ASTB7C1A03A,yourself big,Tools,Los Angeles,218,23,330.73,VND27D705EA,2025-01-13,Active
ASTD94666EF,growth last,Machinery,San Antonio,166,38,688.58,VND03F2A471,2026-02-07,Active
AST0AD3F35F,hit particular,Computers,Austin,40,11,488.73,VND6B54C68D,2025-11-05,Active
AST45400152,score hotel,Furniture,Jacksonville,176,32,49.75,VNDAB26D618,2026-03-24,Low Stock
AST588552EA,list run,Infrastructure,San Jose,1,1,430.81,VND76746C6A,2024-09-08,Low Stock
AST4711603A,hit treat,Computers,San Antonio,72,14,146.56,VND9EBB9EB2,2026-05-24,Active
AST6EF33045,improve wish,Tools,San Diego,151,33,892.39,VND2258ABB1,2025-11-09,Active
AST09B6631C,but factor,Computers,Austin,144,16,108.55,VND44174C92,2025-01-27,Active
AST66B09D29,least reduce,Machinery,New York,106,19,100.42,VND22E4CBF8,2025-07-10,Active
AST6213C38F,me popular,Vehicles,Austin,1,1,333.37,VND0D050C25,2024-12-04,Active
AST63215C5C,pull writer,Computers,New York,115,31,489.96,VNDFDC347F6,2024-03-01,Active
AST7235FA59,couple key,Furniture,New York,157,26,334.33,VND6F35B3AD,2025-11-07,Low Stock
AST6C35075C,various ball,Infrastructure,Philadelphia,99,20,21.7,VND08CE8CA7,2024-02-28,Active
ASTEB1E7F65,foot never,Furniture,Philadelphia,45,11,153.08,VND3A746CBD,2024-05-14,Active
ASTDAADD6EB,suddenly spring,Computers,Chicago,123,18,179.41,VND2D25DD42,2026-03-03,Active
ASTA8990617,teach opportunity,Machinery,Chicago,31,8,680.37,VNDF5F231C0,2024-07-22,Active
ASTA43335A1,stay agree,Machinery,Houston,77,18,225.86,VND7B4F5D31,2025-10-06,Active
AST10CE1B02,visit raise,Machinery,Phoenix,74,14,428.32,VNDCAE263CC,2025-08-16,Active
AST1025D682,old hour,Computers,New York,27,4,901.37,VND76746C6A,2026-06-08,Active
AST395D7F73,similar support,Infrastructure,San Diego,107,21,129.8,VND6121FB48,2024-02-01,Active
AST7AF93976,blood national,Vehicles,Dallas,180,38,425.01,VND590E7C93,2025-01-24,Active
AST1C0DB8E5,or collection,Infrastructure,Houston,106,31,206.08,VNDE3830203,2025-10-15,Active
AST2C9C7940,reason stock,Machinery,Austin,75,11,461.03,VNDD95DB1B7,2026-03-10,Active
ASTD99303A5,machine trip,Infrastructure,San Antonio,50,14,55.44,VND1DF449E3,2024-07-21,Active
AST9128D912,will answer,Machinery,Houston,118,19,427.37,VND79774EB1,2024-11-16,Discontinued
ASTCB824219,accept art,Machinery,San Antonio,176,50,106.54,VND4706504E,2026-03-16,Active
ASTC9B5309B,staff product,Furniture,Austin,87,18,899.4,VND4F7B00FC,2024-10-21,Active
ASTF865D5C6,customer hundred,Furniture,Houston,14,2,814.24,VND1A73FC33,2024-06-21,Active
ASTB44FEC11,beyond two,Vehicles,Houston,86,16,868.06,VND08CE8CA7,2024-06-21,Low Stock
AST5A1BC512,claim bring,Vehicles,Chicago,77,13,620.79,VNDF7742C98,2024-05-13,Active
AST80C81494,control hit,Infrastructure,San Diego,131,21,23.95,VNDF5F231C0,2025-08-24,Active
AST07F1AE29,team people,Tools,Houston,105,29,13.65,VND76746C6A,2024-07-09,Active
ASTAD2102CD,successful visit,Furniture,San Antonio,58,12,792.63,VND2986F777,2025-02-26,Low Stock
ASTDE2EFEF9,Mr woman,Vehicles,Phoenix,1,1,919.81,VND5FBBF7E5,2025-10-08,Active
ASTA6462252,both prevent,Machinery,Houston,218,50,761.05,VNDF9F92F21,2025-03-28,Active
AST346FFBA1,lawyer staff,Furniture,Phoenix,79,22,153.62,VNDE13413E5,2025-07-28,Active
AST8F51AC88,not line,Computers,Houston,149,36,225.39,VND36436386,2024-04-05,Active
AST480C1EC4,approach he,Computers,San Jose,139,15,59.81,VNDF5F231C0,2026-01-19,Active
AST03BE3DF2,too beautiful,Furniture,Dallas,130,28,685.7,VNDCFB6DC09,2025-08-18,Active
AST5B5AFDFC,better boy,Furniture,Chicago,177,18,33.68,VNDF549E284,2025-04-08,Active
AST3566419A,huge century,Vehicles,New York,84,14,219.78,VNDAAF2A28A,2025-06-07,Active
ASTE120EB5F,nation network,Furniture,Houston,58,8,641.42,VND27CBAF37,2024-04-29,Active
ASTCE355D1C,report see,Tools,San Antonio,81,12,357.07,VND768A7583,2024-12-26,Low Stock
ASTCCEB5912,some me,Tools,San Diego,155,28,24.18,VND672E91CF,2026-01-23,Active
AST495D1E9F,quickly condition,Tools,San Diego,164,27,463.32,VND417BDCE6,2024-09-07,Active
AST50B9A592,of agree,Computers,San Jose,69,17,553.85,VND154E8965,2024-03-31,Active
AST9078356D,tell practice,Furniture,Los Angeles,125,24,777.86,VNDAEE88F85,2025-09-22,Active
AST4701997D,those run,Tools,Dallas,74,19,38.73,VND0A251297,2024-08-28,Active
AST8651F7C4,former break,Computers,Jacksonville,72,16,248.55,VND111F855A,2026-03-10,Active
ASTA4E78720,past they,Computers,Dallas,88,25,263.04,VNDEB6F8ED3,2026-02-09,Active
AST06768195,reach address,Furniture,San Antonio,31,7,859.15,VND80A0A536,2025-06-02,Active
AST107777A0,skin structure,Furniture,Chicago,83,8,662.14,VND66028154,2026-03-07,Active
ASTE8B658F8,account cultural,Infrastructure,Philadelphia,188,42,410.09,VND109E5C6F,2025-07-21,Active
ASTD0C2B991,art firm,Vehicles,Phoenix,129,36,358.43,VNDE05F71D7,2026-05-26,Low Stock
AST368B3E4A,whom somebody,Vehicles,New York,115,30,932.01,VND557FD788,2025-06-14,Active
AST3F5EDBB7,painting small,Tools,Dallas,71,17,729.01,VND616471F8,2025-07-15,Active
ASTDE2E3DE9,security can,Infrastructure,Los Angeles,118,20,272.41,VND9724A5FF,2024-05-18,Active
ASTB492CEE1,billion price,Machinery,Houston,28,6,906.34,VNDA0E8AF6C,2025-07-19,Active
ASTB2F7A768,hold risk,Infrastructure,Phoenix,122,21,154.86,VNDAD897EA3,2024-10-03,Active
AST25D1676D,may leg,Machinery,Philadelphia,175,50,340.22,VND2094DBBC,2025-02-25,Active
ASTBD05CEDA,brother eight,Machinery,San Diego,11,3,344.63,VND768A7583,2024-12-18,Active
ASTCEAE6927,response itself,Tools,Austin,128,37,553.97,VND08CE8CA7,2025-04-11,Active
ASTA43597F2,population learn,Vehicles,Los Angeles,150,22,877.65,VND4F7B00FC,2024-10-11,Active
ASTD28FF96E,name exactly,Tools,Phoenix,57,8,65.5,VNDE1A395FA,2025-12-24,Active
AST760476D6,suggest ten,Infrastructure,Los Angeles,77,18,314.25,VNDB3180A0E,2025-09-15,Active
ASTBF039625,our to,Infrastructure,New York,52,5,639.4,VND859AA544,2025-04-11,Active
AST743C6BB9,way term,Tools,New York,171,20,434.66,VND36436386,2024-10-30,Active
ASTFBA17035,difficult crime,Tools,San Antonio,55,7,947.41,VND5B2EC8F1,2025-11-20,Active
AST821E6EAE,describe beat,Machinery,Phoenix,58,5,775.79,VND27CBAF37,2025-07-02,Active
AST406DE1DD,continue art,Furniture,Phoenix,57,12,317.72,VNDD95DB1B7,2025-12-04,Active
ASTBE1C539F,bag always,Machinery,San Antonio,169,22,153.01,VNDEA23339B,2025-02-25,Active
ASTFE25CCFE,maybe start,Infrastructure,Los Angeles,248,37,560.7,VND8539FA55,2026-03-13,Active
AST4C16C14A,everybody property,Vehicles,San Antonio,96,25,690.68,VND2FE40F33,2025-07-25,Active
AST38CAC40E,life money,Tools,San Antonio,30,3,800.47,VND0CE75C53,2025-11-06,Active
ASTA61CBEBE,factor month,Tools,San Antonio,90,15,297.82,VND3AF51314,2026-06-29,Active
ASTE5D0695A,listen office,Furniture,Philadelphia,49,9,645.15,VNDE4298A7B,2025-06-26,Active
ASTD4540B65,foot card,Vehicles,Jacksonville,194,54,772.34,VND768A7583,2025-09-27,Active
AST66CADED4,because end,Vehicles,New York,52,10,122.62,VNDAD897EA3,2026-01-19,Active
ASTB671CFA2,take story,Infrastructure,San Antonio,38,7,951.2,VNDEA23339B,2024-06-05,Active
ASTC4876D7C,agree place,Infrastructure,Dallas,108,26,172.45,VND23FDC749,2025-01-29,Active
AST64B6999F,medical reason,Machinery,San Diego,214,52,229.97,VND3B5BB0BC,2024-11-11,Active
AST2995DB5D,build too,Computers,Austin,150,16,975.49,VNDA957A7D0,2026-04-24,Active
AST95D140E4,court receive,Furniture,Jacksonville,105,16,995.03,VNDBC15E50D,2026-06-28,Active
ASTDA643809,say begin,Computers,Chicago,89,22,285.87,VND19CF5E06,2025-10-18,Active
ASTA7262C76,trial include,Furniture,Austin,121,15,680.66,VNDF545674F,2024-03-15,Active
AST35006E91,doctor parent,Computers,Philadelphia,88,11,813.46,VND389A891A,2025-06-17,Discontinued
ASTCA63D12E,life interview,Computers,Dallas,52,13,258.52,VNDAE27E9B6,2024-11-09,Active
ASTAFA212CB,other pull,Infrastructure,San Jose,172,19,926.34,VNDEA23339B,2025-01-26,Active
AST9D5182CA,wait next,Machinery,Philadelphia,145,16,258.68,VND221D1C44,2026-03-05,Active
AST56822E50,pattern building,Computers,Jacksonville,93,27,783.19,VND27D705EA,2025-11-04,Active
AST86E0256A,improve card,Computers,San Diego,74,11,833.33,VND3D2A9A3A,2026-06-24,Active
AST30997EDD,difference different,Machinery,Phoenix,86,16,650.55,VND894C6368,2025-10-26,Active
AST0D1430C9,forget floor,Infrastructure,New York,77,13,617.07,VND4706504E,2025-05-19,Active
AST970AE3F4,back often,Furniture,Los Angeles,116,14,181.49,VND6ACF147A,2024-08-20,Discontinued
ASTBA49841A,company generation,Infrastructure,Los Angeles,1,1,160.42,VND80A0A536,2025-12-07,Active
AST6CFC994F,success series,Furniture,San Jose,134,14,371.48,VND650A3AAA,2024-10-21,Active
AST42EC8F28,happy determine,Machinery,San Jose,129,25,129.7,VND80A0A536,2024-06-23,Active
AST79D97719,until environment,Machinery,Austin,104,29,164.86,VND365E2FC5,2026-03-04,Active
ASTE5F23015,just data,Tools,San Diego,146,18,759.82,VND275CA511,2025-09-14,Active
ASTB5012726,cut by,Furniture,Austin,97,19,422.35,VND03F2A471,2024-07-06,Active
ASTCC4997BF,area you,Furniture,Austin,143,26,547.47,VND417BDCE6,2025-02-12,Active
ASTA6C1E700,each by,Furniture,San Antonio,127,21,27.64,VND365E2FC5,2026-02-16,Active
AST77B16868,yeah compare,Vehicles,Austin,105,30,522.64,VND66F3A422,2024-08-21,Active
AST7392153C,effort edge,Infrastructure,Los Angeles,48,12,608.67,VND8C1D087C,2025-07-26,Discontinued
AST1F3FC195,up join,Computers,Jacksonville,225,58,82.96,VND9724A5FF,2025-12-12,Active
AST948528E3,edge hour,Computers,Houston,70,17,199.21,VND7A22016F,2024-04-30,Active
ASTA556C908,near story,Furniture,Philadelphia,172,42,442.42,VNDAEE88F85,2026-03-20,Active
ASTF7B0210E,loss near,Tools,Jacksonville,189,52,791.39,VND6F35B3AD,2024-07-28,Active
AST2080B256,face like,Computers,New York,196,38,716.42,VNDD902468E,2024-01-19,Active
ASTADB264B8,meeting computer,Vehicles,Los Angeles,111,29,592.0,VNDA74DADEC,2024-04-28,Active
ASTBDDDCE19,green water,Furniture,Phoenix,169,30,61.83,VND44174C92,2025-03-14,Active
AST9F9D8D14,other total,Vehicles,San Diego,100,25,704.94,VNDC4092504,2024-11-23,Active
AST73385887,any nor,Vehicles,New York,75,7,590.01,VND75832916,2024-06-06,Active
AST65E2F56D,paper according,Vehicles,Phoenix,66,8,420.05,VNDF9F92F21,2024-12-21,Active
AST9F2F6F45,care around,Furniture,Los Angeles,26,3,314.15,VND79774EB1,2024-10-31,Discontinued
AST05A59E52,bank little,Furniture,Dallas,98,20,550.41,VNDCAE263CC,2024-05-12,Active
AST73482C8E,action watch,Computers,Houston,102,17,398.47,VNDA957A7D0,2025-04-15,Active
AST8D94849C,school nation,Vehicles,San Diego,173,51,389.5,VND07A84740,2024-04-12,Active
ASTDE84BC39,risk rich,Machinery,New York,62,15,538.95,VND220F792F,2024-03-29,Active
AST8A221863,suddenly among,Infrastructure,Philadelphia,84,8,943.75,VND62396BAB,2025-10-09,Active
AST16EB3E97,no poor,Vehicles,Los Angeles,68,15,519.5,VND66F3A422,2025-06-02,Active
AST31852AD9,respond end,Computers,Dallas,121,13,940.28,VNDAE27E9B6,2024-09-04,Active
AST6D72D4A3,sign dinner,Tools,Jacksonville,129,14,116.52,VND27CBAF37,2024-10-12,Active
AST2830C5D8,save lose,Machinery,San Jose,111,13,388.02,VND0300765D,2024-12-23,Active
AST337FD701,would if,Infrastructure,San Antonio,87,19,838.72,VND389A891A,2024-08-13,Low Stock
AST5D336B29,age buy,Infrastructure,Los Angeles,168,37,632.52,VND1A73FC33,2025-03-07,Active
AST315413EB,attack table,Computers,Austin,203,41,163.68,VND411B979D,2026-03-03,Active
ASTCCDABC38,four about,Computers,San Diego,123,29,190.88,VNDF7A9FFF9,2025-01-17,Active
AST97D8572D,follow between,Infrastructure,Philadelphia,72,17,339.86,VND62396BAB,2024-05-15,Active
ASTC77C3A02,key party,Tools,San Diego,100,28,854.87,VND76F0F0E0,2025-10-06,Active
AST1C94D4E2,camera answer,Vehicles,San Diego,64,16,793.19,VNDE3830203,2025-05-23,Active
AST0767364F,treatment sport,Vehicles,Los Angeles,68,13,914.36,VNDA6643FA7,2025-05-31,Low Stock
ASTF3315B72,past send,Computers,New York,61,17,218.8,VNDC939E188,2025-05-23,Active
ASTCF2766DF,whole officer,Vehicles,Dallas,97,17,138.76,VND5B2EC8F1,2024-12-08,Active
ASTDEB4A0F9,culture leave,Computers,San Antonio,61,12,775.09,VND2986F777,2026-02-18,Low Stock
ASTB69C02FF,music response,Tools,Jacksonville,137,31,437.22,VNDCE923A65,2024-03-08,Active
ASTA9ED6586,community use,Furniture,Austin,97,19,813.7,VND97E5802F,2026-06-21,Active
AST532C45C3,benefit common,Furniture,Houston,102,28,545.47,VND66028154,2024-03-31,Active
AST6B7A5C1D,bad audience,Infrastructure,Houston,106,18,537.54,VND1FA33A03,2025-01-14,Active
AST95573AC7,floor exactly,Computers,Philadelphia,96,15,892.96,VNDF5F231C0,2024-10-27,Active
ASTE642BDB8,wonder show,Furniture,Houston,82,9,737.12,VND4F7B00FC,2025-06-17,Active
ASTB26DD771,somebody series,Computers,Philadelphia,209,24,526.49,VND09F13EB7,2024-07-21,Active
