event_id,event_type,severity,department,employee_id,location,created_at,resolved_at,status,requires_approval
EVTBC7EB354,Equipment Failure,Critical,Quality,EMPCAB79471,Philadelphia,2024-11-08 00:00:00,2024-11-10 00:00:00,Resolved,No
EVT848FCC1F,Employee Injury,Critical,Operations,EMPBAF00A90,Jacksonville,2024-10-27 00:00:00,2024-10-30 00:00:00,Resolved,No
EVT0E5BF37A,Compliance Issue,Warning,Marketing,EMPF486BB6C,Chicago,2024-05-09 00:00:00,2024-05-16 00:00:00,Resolved,Yes
EVT7BA796D1,Customer Escalation,Warning,Finance,EMP9A4A1BB4,Phoenix,2024-11-06 00:00:00,,Pending,No
EVT810728E4,Power Outage,Critical,Quality,EMP6FFC353C,Chicago,2024-06-21 00:00:00,2024-06-23 00:00:00,Resolved,No
EVT6C548E5A,Customer Escalation,Critical,Manufacturing,EMP9C814F9F,Chicago,2024-02-19 00:00:00,,Pending,No
EVT2027A0B6,Purchase Request,Normal,Marketing,EMP9DA0A9E9,Austin,2024-08-02 00:00:00,2024-08-10 00:00:00,Resolved,No
EVT36CEE274,Purchase Request,Normal,HR,EMP7E9C6737,Jacksonville,2024-04-23 00:00:00,2024-05-07 00:00:00,Resolved,No
EVT0EDC5A49,Power Outage,Critical,Finance,EMPD36178F3,New York,2024-11-13 00:00:00,2024-11-14 00:00:00,Escalated,Yes
EVTDC8DD9C0,Cyber Alert,Warning,Logistics,EMP3CA6E10D,Chicago,2024-02-25 00:00:00,2024-03-02 00:00:00,Resolved,No
EVT1551BD64,Compliance Issue,Critical,Marketing,EMP45E88B09,Los Angeles,2024-03-14 00:00:00,2024-03-15 00:00:00,Resolved,No
EVT5408DD21,Vendor Delay,Critical,Operations,EMP7F3281BF,Chicago,2024-12-07 00:00:00,2024-12-10 00:00:00,Resolved,No
EVT7999F78F,Equipment Failure,Normal,Manufacturing,EMP54391F82,Dallas,2024-05-16 00:00:00,,Pending,No
EVT4E724A4B,Employee Injury,Critical,Logistics,EMP319A8E60,Houston,2024-09-26 00:00:00,2024-09-28 00:00:00,Resolved,No
EVTC59DABAD,Machine Breakdown,Critical,Operations,EMP8B44F448,Chicago,2024-08-24 00:00:00,2024-08-25 00:00:00,Resolved,No
EVTED05905B,Compliance Issue,Critical,Manufacturing,EMP08400225,San Antonio,2024-11-11 00:00:00,,Pending,No
EVT32D8901D,Compliance Issue,Normal,Procurement,EMPC2C1B9EC,Chicago,2024-11-15 00:00:00,2024-11-22 00:00:00,Escalated,No
EVT66B265F8,Equipment Failure,Critical,Quality,EMP72BE61ED,San Jose,2024-09-22 00:00:00,,Pending,No
EVT415DDDF7,Machine Breakdown,Critical,HR,EMPB6C4AE0C,Houston,2024-09-21 00:00:00,2024-09-22 00:00:00,Resolved,Yes
EVTD17F9B71,Compliance Issue,Critical,Finance,EMPAFECAF38,San Jose,2024-02-08 00:00:00,2024-02-10 00:00:00,Resolved,No
EVTEDC425B6,Vendor Delay,Critical,Quality,EMP0138532A,New York,2024-05-28 00:00:00,2024-05-31 00:00:00,Resolved,No
EVT1288A716,Purchase Request,Normal,Marketing,EMP61EBA2C4,Jacksonville,2024-01-27 00:00:00,2024-02-03 00:00:00,Resolved,Yes
EVT6A21C0A6,Inventory Shortage,Normal,Manufacturing,EMP0AC204CB,Houston,2024-03-14 00:00:00,2024-03-22 00:00:00,Escalated,No
EVT1248AE13,Vendor Delay,Warning,Logistics,EMP7A28E8EE,Dallas,2024-03-27 00:00:00,2024-03-30 00:00:00,Resolved,Yes
EVTF20A47B6,Equipment Failure,Critical,Sales,EMPB3D16F0E,Dallas,2024-04-26 00:00:00,2024-04-28 00:00:00,Resolved,Yes
EVT5118C910,Customer Escalation,Warning,Quality,EMP4922EBAF,Los Angeles,2024-05-19 00:00:00,,Pending,No
EVTDEC95C2D,Machine Breakdown,Critical,Quality,EMPDDC42F63,Houston,2024-03-20 00:00:00,,Pending,Yes
EVT0C548E65,Employee Injury,Warning,IT,EMP280BD588,New York,2024-11-04 00:00:00,2024-11-08 00:00:00,Resolved,Yes
EVTF89167B7,Power Outage,Critical,Manufacturing,EMPEB93C5C3,Houston,2024-07-02 00:00:00,2024-07-04 00:00:00,Resolved,No
EVT7A944761,Customer Escalation,Critical,Logistics,EMP4F4F6788,San Jose,2024-07-08 00:00:00,,Pending,Yes
EVT5FC2CAC5,Purchase Request,Normal,Quality,EMP3AFEE82B,San Jose,2024-06-20 00:00:00,2024-07-05 00:00:00,Resolved,Yes
EVTDD92DEF6,Employee Injury,Critical,Marketing,EMP143DA5D7,San Diego,2024-10-24 00:00:00,2024-10-25 00:00:00,Resolved,No
EVTFAC16C45,Machine Breakdown,Warning,HR,EMPC64D9A76,San Antonio,2024-11-17 00:00:00,2024-11-20 00:00:00,Resolved,No
EVT50B12B40,Machine Breakdown,Warning,Logistics,EMP6945C239,Chicago,2024-03-19 00:00:00,,Pending,Yes
EVT161EFFB4,Power Outage,Warning,Operations,EMP9224FDF9,Philadelphia,2024-01-12 00:00:00,2024-01-18 00:00:00,Resolved,No
EVT42B28207,Customer Escalation,Warning,Sales,EMP99B1F65B,Dallas,2024-05-09 00:00:00,2024-05-12 00:00:00,Resolved,No
EVTC98FB9D1,Purchase Request,Normal,Procurement,EMP53DC466C,San Diego,2024-09-16 00:00:00,2024-09-25 00:00:00,Resolved,No
EVTB282BCF5,Employee Injury,Warning,Sales,EMPFFC635EB,Austin,2024-09-13 00:00:00,,Pending,Yes
EVT73A51B31,Vendor Delay,Critical,Finance,EMP682E00F5,Dallas,2024-10-04 00:00:00,,Pending,Yes
EVT88B606CE,Customer Escalation,Warning,HR,EMPA2D6C49F,Chicago,2024-12-13 00:00:00,2024-12-18 00:00:00,Resolved,Yes
EVT2636EE99,Compliance Issue,Critical,Marketing,EMPAD672699,Houston,2024-06-14 00:00:00,2024-06-16 00:00:00,Resolved,No
EVT262DC3C0,Cyber Alert,Warning,HR,EMP58245D4C,Los Angeles,2024-06-05 00:00:00,2024-06-09 00:00:00,Resolved,No
EVTCCBD54D4,Power Outage,Warning,IT,EMPA2453352,San Jose,2024-06-06 00:00:00,2024-06-13 00:00:00,Resolved,No
EVTFE3C3FA5,Employee Injury,Critical,Finance,EMP27BBC15C,Phoenix,2024-01-31 00:00:00,2024-02-01 00:00:00,Resolved,No
EVTA274EBE2,Equipment Failure,Critical,IT,EMP2CFA5E59,Chicago,2024-06-10 00:00:00,2024-06-13 00:00:00,Resolved,No
EVT37804ABD,Vendor Delay,Warning,Logistics,EMP0E4F35C3,Philadelphia,2024-09-01 00:00:00,2024-09-07 00:00:00,Resolved,No
EVTDEC84CF3,Employee Injury,Warning,Manufacturing,EMP5C4FA6FB,San Antonio,2024-12-22 00:00:00,2024-12-29 00:00:00,Resolved,No
EVT84D52DBB,Customer Escalation,Normal,Marketing,EMP581CF22A,San Antonio,2024-09-02 00:00:00,2024-09-13 00:00:00,Escalated,No
EVTC10C08B4,Equipment Failure,Warning,Quality,EMP148B1119,Los Angeles,2024-07-31 00:00:00,2024-08-04 00:00:00,Resolved,Yes
EVTF06C21DD,Cyber Alert,Warning,Quality,EMP30484D15,Austin,2024-11-04 00:00:00,2024-11-07 00:00:00,Escalated,No
EVT0BDF0D4B,Employee Injury,Critical,Operations,EMP1027AC66,San Jose,2024-12-30 00:00:00,2025-01-02 00:00:00,Resolved,Yes
EVTF61EC384,Vendor Delay,Warning,Manufacturing,EMP156AE375,New York,2024-03-03 00:00:00,2024-03-09 00:00:00,Resolved,No
EVTA0248686,Cyber Alert,Critical,Marketing,EMPF31D457D,Houston,2024-06-04 00:00:00,2024-06-06 00:00:00,Resolved,No
EVT012CA354,Vendor Delay,Critical,Operations,EMP36B7C138,Chicago,2024-03-09 00:00:00,2024-03-12 00:00:00,Escalated,No
EVTFCDAF4F8,Cyber Alert,Critical,Procurement,EMPEA771A45,Houston,2024-09-25 00:00:00,2024-09-26 00:00:00,Resolved,No
EVTB15378C9,Power Outage,Critical,Finance,EMP7144F616,Chicago,2024-03-20 00:00:00,2024-03-23 00:00:00,Resolved,No
EVT9EF99B76,Cyber Alert,Critical,Operations,EMP3A4C3C5B,San Antonio,2024-09-23 00:00:00,2024-09-24 00:00:00,Resolved,No
EVTAC03251E,Inventory Shortage,Normal,IT,EMP357C05E1,San Diego,2024-06-26 00:00:00,2024-07-06 00:00:00,Resolved,No
EVT435EF5CE,Customer Escalation,Normal,Finance,EMP9F4DD54F,New York,2024-05-13 00:00:00,,Pending,Yes
EVT6896BBB3,Power Outage,Critical,IT,EMP656FCECA,Dallas,2024-11-01 00:00:00,,Pending,No
EVTE1F93E22,Cyber Alert,Warning,Logistics,EMPFA7D2BD4,Houston,2024-10-25 00:00:00,2024-10-30 00:00:00,Resolved,No
EVT0FB23B6D,Employee Injury,Warning,Marketing,EMP87A61F8E,San Antonio,2024-05-24 00:00:00,2024-05-29 00:00:00,Resolved,No
EVT0BC4A8F5,Inventory Shortage,Normal,Marketing,EMPE0EEC234,Jacksonville,2024-02-11 00:00:00,,Pending,No
EVTBFD0D56E,Vendor Delay,Normal,HR,EMP9B21DF31,San Antonio,2024-08-04 00:00:00,2024-08-13 00:00:00,Resolved,No
EVTD2A0F6A3,Compliance Issue,Critical,Operations,EMPC9E768BC,Austin,2024-08-09 00:00:00,2024-08-10 00:00:00,Resolved,No
EVTBBD34076,Power Outage,Warning,IT,EMP1B99714D,Phoenix,2024-07-17 00:00:00,2024-07-21 00:00:00,Resolved,No
EVTDF0FF73A,Vendor Delay,Warning,Sales,EMPEC5A14C8,San Jose,2024-03-11 00:00:00,2024-03-15 00:00:00,Resolved,No
EVT66ED6EFC,Vendor Delay,Warning,Quality,EMP309377D6,San Diego,2024-03-26 00:00:00,,Pending,No
EVTEFD4F56B,Customer Escalation,Normal,Marketing,EMP756FABBE,Philadelphia,2024-04-08 00:00:00,2024-04-17 00:00:00,Resolved,No
EVT797A6BFF,Vendor Delay,Warning,Operations,EMPB694FB22,Chicago,2024-06-23 00:00:00,2024-06-29 00:00:00,Resolved,Yes
EVT3E3DDF25,Compliance Issue,Warning,HR,EMPC6D3BBE5,Dallas,2024-04-08 00:00:00,2024-04-12 00:00:00,Resolved,No
EVTDBC2294F,Cyber Alert,Critical,Sales,EMP7E470535,San Jose,2024-02-26 00:00:00,,Pending,No
EVT1AC0F229,Cyber Alert,Critical,Operations,EMP1D6D372C,Phoenix,2024-08-08 00:00:00,2024-08-11 00:00:00,Resolved,Yes
EVT74947764,Cyber Alert,Critical,Manufacturing,EMPC0AA9E95,Houston,2024-04-25 00:00:00,,Pending,No
EVT8E9FFAA5,Machine Breakdown,Warning,IT,EMPCB23E38C,New York,2024-03-07 00:00:00,2024-03-13 00:00:00,Escalated,No
EVTFE4372B3,Cyber Alert,Normal,Sales,EMPC56A937C,New York,2024-01-05 00:00:00,,Pending,No
EVT6B2FF1E2,Cyber Alert,Critical,Logistics,EMPAC48031D,Chicago,2024-11-04 00:00:00,,Pending,Yes
EVT180A9250,Employee Injury,Critical,Logistics,EMP04D4D581,Houston,2024-05-09 00:00:00,,Pending,Yes
EVTED4DC7BF,Purchase Request,Normal,Sales,EMP58218D56,Houston,2024-11-09 00:00:00,2024-11-24 00:00:00,Resolved,No
EVT0061FD3E,Cyber Alert,Warning,Marketing,EMP5C070AB0,New York,2024-05-29 00:00:00,,Pending,No
EVT17C93DBA,Inventory Shortage,Critical,Marketing,EMP6592254E,San Antonio,2024-05-20 00:00:00,2024-05-23 00:00:00,Resolved,No
EVT9ED41F82,Purchase Request,Normal,Finance,EMP11DDAEDA,Phoenix,2024-09-16 00:00:00,2024-09-27 00:00:00,Resolved,No
EVT3F4E5BB7,Purchase Request,Normal,HR,EMP0C601011,San Diego,2024-06-08 00:00:00,2024-06-15 00:00:00,Resolved,No
EVTF54CA50F,Compliance Issue,Warning,Operations,EMP548D43AB,Austin,2024-05-02 00:00:00,,Pending,No
EVTA4BA2E2D,Compliance Issue,Normal,Logistics,EMPA99B8C56,Dallas,2024-12-24 00:00:00,,Pending,Yes
EVT47EAF7E4,Compliance Issue,Warning,Quality,EMPAAF7CC10,Chicago,2024-08-06 00:00:00,2024-08-10 00:00:00,Resolved,No
EVT95126367,Compliance Issue,Normal,Logistics,EMP8F30A1E4,Jacksonville,2024-11-04 00:00:00,2024-11-14 00:00:00,Resolved,Yes
EVTB4C95EE8,Vendor Delay,Warning,Quality,EMP8E467963,Philadelphia,2024-04-16 00:00:00,2024-04-21 00:00:00,Resolved,No
EVT026BE632,Customer Escalation,Normal,Finance,EMPA164A0AC,Chicago,2024-02-10 00:00:00,2024-02-17 00:00:00,Resolved,Yes
EVT06FFD9A1,Employee Injury,Warning,Marketing,EMP0B09BDEB,New York,2024-10-11 00:00:00,,Pending,No
EVTBA355CB3,Cyber Alert,Critical,Quality,EMP03421B3A,Dallas,2024-04-19 00:00:00,2024-04-21 00:00:00,Resolved,No
EVT7636AA7B,Purchase Request,Normal,Finance,EMP8547164E,Houston,2024-05-23 00:00:00,2024-06-06 00:00:00,Escalated,No
EVT001A446B,Customer Escalation,Warning,Sales,EMP3A2CD130,Chicago,2024-08-03 00:00:00,2024-08-06 00:00:00,Escalated,Yes
EVTB67C15DA,Vendor Delay,Warning,Logistics,EMPD81352DA,San Diego,2024-01-26 00:00:00,,Pending,No
EVT8EDF8619,Power Outage,Critical,Finance,EMPC5D5AEB8,Los Angeles,2024-06-12 00:00:00,2024-06-15 00:00:00,Resolved,No
EVTCB5FC51F,Machine Breakdown,Warning,Sales,EMPD6C40367,Houston,2024-04-11 00:00:00,,Pending,Yes
EVT0C027BF0,Employee Injury,Normal,Finance,EMP5A9FED19,Phoenix,2024-09-30 00:00:00,2024-10-14 00:00:00,Resolved,No
EVT8140D5BE,Purchase Request,Normal,Manufacturing,EMP156AE375,Chicago,2024-03-30 00:00:00,2024-04-13 00:00:00,Resolved,Yes
EVTC8586C79,Equipment Failure,Warning,HR,EMP1B8FD173,New York,2024-01-05 00:00:00,,Pending,Yes
EVT6066F0C7,Customer Escalation,Normal,Finance,EMPBDCE0CBC,San Antonio,2024-09-13 00:00:00,2024-09-21 00:00:00,Escalated,No
EVT00F1C688,Cyber Alert,Critical,IT,EMPC9EF51D4,San Jose,2024-12-06 00:00:00,2024-12-07 00:00:00,Resolved,No
EVT3AB3FE41,Compliance Issue,Normal,Manufacturing,EMP61BE76EA,Philadelphia,2024-06-03 00:00:00,2024-06-10 00:00:00,Resolved,No
EVT5A6F4DF8,Vendor Delay,Critical,Sales,EMP14B66CF7,Chicago,2024-11-19 00:00:00,2024-11-22 00:00:00,Resolved,No
EVT8AEB0C66,Vendor Delay,Normal,IT,EMP9E034D1D,Los Angeles,2024-08-04 00:00:00,,Pending,Yes
EVT652F38C4,Equipment Failure,Warning,Operations,EMP8C4754F6,Dallas,2024-02-15 00:00:00,,Pending,No
EVT08AE232D,Inventory Shortage,Normal,Operations,EMP91ECAA41,San Diego,2024-02-25 00:00:00,2024-03-05 00:00:00,Resolved,No
EVTE3B98C7B,Compliance Issue,Warning,HR,EMP9343B84D,Philadelphia,2024-08-01 00:00:00,2024-08-05 00:00:00,Resolved,No
EVT5AA7C044,Vendor Delay,Normal,IT,EMP5B14C190,San Diego,2024-10-21 00:00:00,2024-11-04 00:00:00,Resolved,No
EVT15CFC223,Inventory Shortage,Critical,Logistics,EMP1D195CF5,Jacksonville,2024-01-08 00:00:00,,Pending,No
EVTF68CFA34,Cyber Alert,Critical,IT,EMPE0CD8851,Chicago,2024-09-10 00:00:00,2024-09-11 00:00:00,Resolved,No
EVT4D75809F,Equipment Failure,Warning,Quality,EMP1D505EE2,Philadelphia,2024-04-12 00:00:00,,Pending,Yes
EVT121A82E3,Employee Injury,Critical,Operations,EMP4BBF42FE,Philadelphia,2024-02-27 00:00:00,2024-03-01 00:00:00,Resolved,Yes
EVTB6194415,Power Outage,Critical,Procurement,EMP3C95887C,Houston,2024-09-11 00:00:00,,Pending,No
EVT098B096B,Inventory Shortage,Normal,Logistics,EMP9DB76688,Austin,2024-04-09 00:00:00,2024-04-20 00:00:00,Resolved,Yes
EVT83AEE1F0,Machine Breakdown,Warning,Marketing,EMP9228E264,Philadelphia,2024-04-23 00:00:00,,Pending,Yes
EVT62F1709E,Power Outage,Critical,HR,EMPE9F0A84C,New York,2024-03-30 00:00:00,2024-04-02 00:00:00,Resolved,Yes
EVT13F42300,Purchase Request,Normal,IT,EMP68CF835B,San Jose,2024-08-25 00:00:00,2024-09-07 00:00:00,Resolved,No
EVTFA807CEE,Cyber Alert,Critical,Sales,EMP0012D99D,Philadelphia,2024-12-09 00:00:00,2024-12-12 00:00:00,Resolved,No
EVTA7626C6B,Compliance Issue,Normal,Operations,EMP1C159BC1,Dallas,2024-10-18 00:00:00,2024-10-26 00:00:00,Resolved,No
EVTAD500FE9,Machine Breakdown,Critical,Marketing,EMP00460255,New York,2024-02-28 00:00:00,2024-02-29 00:00:00,Resolved,No
EVT6C0EC16F,Inventory Shortage,Warning,HR,EMP9D16797D,Dallas,2024-04-28 00:00:00,2024-05-01 00:00:00,Resolved,No
EVTAFE3B5A3,Inventory Shortage,Warning,Operations,EMP0588D04F,Philadelphia,2024-06-04 00:00:00,,Pending,No
EVT70D2EE54,Compliance Issue,Warning,Logistics,EMPAA560312,Chicago,2024-12-22 00:00:00,2024-12-27 00:00:00,Resolved,No
EVTC41F071A,Vendor Delay,Normal,HR,EMPCD9BB062,Los Angeles,2024-08-26 00:00:00,2024-09-02 00:00:00,Resolved,No
EVT76097901,Compliance Issue,Warning,Sales,EMPACCF9E4F,Chicago,2024-01-19 00:00:00,,Pending,No
EVTA15A53F7,Power Outage,Critical,Operations,EMPEF49DE86,Chicago,2024-10-17 00:00:00,2024-10-18 00:00:00,Resolved,No
EVTEA07F808,Customer Escalation,Critical,Marketing,EMP11E24538,New York,2024-06-25 00:00:00,2024-06-26 00:00:00,Resolved,Yes
EVT244D0921,Power Outage,Critical,Quality,EMP06DFE43D,Houston,2024-06-24 00:00:00,,Pending,No
EVT4FBA4A90,Power Outage,Critical,Procurement,EMPA8CAEB92,Jacksonville,2024-10-24 00:00:00,2024-10-27 00:00:00,Resolved,Yes
EVTCA2F56D7,Customer Escalation,Critical,Quality,EMPCEAC06A0,Phoenix,2024-09-01 00:00:00,,Pending,No
EVT19878C76,Purchase Request,Normal,Quality,EMP61C72649,San Diego,2024-12-02 00:00:00,,Pending,No
EVTEAAF9D16,Customer Escalation,Normal,Marketing,EMP246FD534,Phoenix,2024-08-18 00:00:00,2024-08-30 00:00:00,Escalated,Yes
EVT0DA9ECF9,Purchase Request,Normal,Operations,EMP77CE790E,Austin,2024-10-10 00:00:00,2024-10-21 00:00:00,Resolved,Yes
EVT6E84422C,Purchase Request,Warning,Quality,EMP150066DA,San Diego,2024-10-01 00:00:00,2024-10-07 00:00:00,Escalated,Yes
EVT22BC6A77,Compliance Issue,Critical,HR,EMP1D282AA7,New York,2024-02-29 00:00:00,2024-03-01 00:00:00,Resolved,No
EVT53B155F7,Vendor Delay,Normal,Sales,EMPEC1D98C7,Philadelphia,2024-02-06 00:00:00,,Pending,No
EVT9ED05DD7,Inventory Shortage,Normal,Operations,EMPAA3345A0,Austin,2024-10-26 00:00:00,2024-11-04 00:00:00,Resolved,No
EVT1F984466,Cyber Alert,Critical,Manufacturing,EMP1E9D029D,Philadelphia,2024-07-14 00:00:00,2024-07-17 00:00:00,Resolved,No
EVTCBF94456,Cyber Alert,Critical,Marketing,EMPB9B5B7F1,Philadelphia,2024-07-14 00:00:00,2024-07-16 00:00:00,Resolved,No
EVTBD71D524,Employee Injury,Critical,Procurement,EMP25CC3E83,San Diego,2024-09-28 00:00:00,,Pending,Yes
EVTE3932734,Inventory Shortage,Normal,Sales,EMP2B70840A,San Diego,2024-07-27 00:00:00,2024-08-10 00:00:00,Resolved,No
EVTB728176A,Compliance Issue,Normal,Manufacturing,EMP60EFB588,Los Angeles,2024-09-21 00:00:00,,Pending,No
EVT5289F880,Inventory Shortage,Normal,Finance,EMPFD1D6BBE,Jacksonville,2024-11-19 00:00:00,2024-12-04 00:00:00,Resolved,Yes
EVT5C2013B9,Inventory Shortage,Normal,Logistics,EMP1CCA94C2,Austin,2024-05-03 00:00:00,,Pending,No
EVT75283E82,Vendor Delay,Normal,Quality,EMP3A61023C,San Jose,2024-10-10 00:00:00,2024-10-19 00:00:00,Resolved,No
EVTA5713290,Cyber Alert,Critical,Operations,EMP90CA1D64,San Antonio,2024-09-01 00:00:00,2024-09-02 00:00:00,Resolved,No
EVT7D4A5639,Machine Breakdown,Critical,Sales,EMPD2A45353,Austin,2024-07-31 00:00:00,2024-08-02 00:00:00,Resolved,No
EVTFE95DD74,Machine Breakdown,Critical,Finance,EMPDD3007B8,Austin,2024-07-19 00:00:00,2024-07-21 00:00:00,Resolved,Yes
EVT8584B760,Machine Breakdown,Critical,Finance,EMP5C01C7E4,San Diego,2024-01-23 00:00:00,2024-01-24 00:00:00,Resolved,No
EVT74EB7A56,Power Outage,Critical,Manufacturing,EMP24D1B191,San Antonio,2024-11-01 00:00:00,2024-11-03 00:00:00,Resolved,Yes
EVT7E6F9537,Machine Breakdown,Critical,Procurement,EMPD35C2C84,Houston,2024-01-15 00:00:00,,Pending,No
EVTFF641028,Vendor Delay,Warning,Finance,EMP12A1E095,San Antonio,2024-10-09 00:00:00,2024-10-12 00:00:00,Resolved,No
EVT82058C1B,Purchase Request,Normal,Sales,EMPF942C005,New York,2024-11-27 00:00:00,,Pending,No
EVT898CF601,Power Outage,Critical,IT,EMP0033D62A,San Jose,2024-12-10 00:00:00,2024-12-11 00:00:00,Resolved,No
EVTDEF9E159,Equipment Failure,Critical,IT,EMP6B493E12,Austin,2024-10-19 00:00:00,2024-10-20 00:00:00,Resolved,No
EVTFCC0D3B3,Purchase Request,Critical,Marketing,EMP6545E3D8,San Antonio,2024-01-05 00:00:00,,Pending,No
EVTD082C2B4,Equipment Failure,Normal,IT,EMP2B41217F,Chicago,2024-05-06 00:00:00,,Pending,Yes
EVT711FD550,Power Outage,Normal,Finance,EMP8DBC7EF0,Jacksonville,2024-07-15 00:00:00,,Pending,Yes
EVT6F7A4B71,Equipment Failure,Warning,Sales,EMPB73016D5,Dallas,2024-01-20 00:00:00,2024-01-24 00:00:00,Resolved,No
EVTF4F67204,Customer Escalation,Warning,Marketing,EMP484E6926,Houston,2024-11-07 00:00:00,2024-11-11 00:00:00,Resolved,No
EVT9C87FFF0,Power Outage,Critical,HR,EMP86FB29E0,New York,2024-06-04 00:00:00,,Pending,No
EVT7920AADD,Compliance Issue,Warning,HR,EMPEC2B7592,Chicago,2024-11-09 00:00:00,2024-11-12 00:00:00,Resolved,No
EVT1AF45ECA,Vendor Delay,Critical,Logistics,EMPB2A99613,Houston,2024-07-22 00:00:00,,Pending,No
EVT3C1BA6D7,Cyber Alert,Critical,Sales,EMP64159B88,San Antonio,2024-08-13 00:00:00,,Pending,Yes
EVTB4D615E9,Equipment Failure,Critical,Quality,EMP144C4F69,New York,2024-05-31 00:00:00,2024-06-03 00:00:00,Resolved,No
EVTD6A63016,Power Outage,Critical,Finance,EMP056F0717,San Diego,2024-06-30 00:00:00,2024-07-02 00:00:00,Resolved,No
EVT7580889B,Power Outage,Critical,Manufacturing,EMPB322B223,Los Angeles,2024-11-07 00:00:00,2024-11-08 00:00:00,Resolved,No
EVTB8237647,Machine Breakdown,Critical,IT,EMP823FB6EF,Chicago,2024-04-13 00:00:00,2024-04-16 00:00:00,Resolved,No
EVTF83A796F,Power Outage,Warning,Operations,EMP96024CA9,Phoenix,2024-04-18 00:00:00,2024-04-21 00:00:00,Resolved,No
EVTE8BCCC6A,Power Outage,Critical,Finance,EMP00018926,New York,2024-03-22 00:00:00,,Pending,Yes
EVT282D1459,Employee Injury,Critical,Manufacturing,EMPA024946D,Philadelphia,2024-04-26 00:00:00,2024-04-28 00:00:00,Resolved,No
EVTD61DFB34,Machine Breakdown,Warning,Finance,EMP94A2573E,Los Angeles,2024-12-06 00:00:00,,Pending,No
EVTB10FC93A,Vendor Delay,Normal,Sales,EMP9C043614,Philadelphia,2024-04-18 00:00:00,2024-04-30 00:00:00,Resolved,No
EVT0129B837,Compliance Issue,Critical,Manufacturing,EMP76BDC8CB,New York,2024-01-10 00:00:00,2024-01-13 00:00:00,Resolved,No
EVT488E7E20,Cyber Alert,Critical,Marketing,EMPA4241B10,Austin,2024-06-27 00:00:00,2024-06-28 00:00:00,Resolved,No
EVT34B67976,Inventory Shortage,Warning,Quality,EMP7D861477,San Jose,2024-05-16 00:00:00,2024-05-22 00:00:00,Resolved,Yes
EVT27C47847,Equipment Failure,Warning,IT,EMPE2B801EB,San Jose,2024-02-06 00:00:00,2024-02-11 00:00:00,Resolved,Yes
EVT6FB7B3C6,Cyber Alert,Critical,Procurement,EMPDA6A367D,Los Angeles,2024-12-13 00:00:00,2024-12-16 00:00:00,Resolved,Yes
EVT13AE204E,Purchase Request,Normal,Sales,EMP8BED6B60,San Antonio,2024-01-18 00:00:00,2024-01-27 00:00:00,Resolved,Yes
EVT495CA53B,Machine Breakdown,Warning,Procurement,EMPEEC05D2A,Austin,2024-04-11 00:00:00,2024-04-15 00:00:00,Resolved,Yes
EVT7A6E365D,Compliance Issue,Critical,Finance,EMP645794B1,Jacksonville,2024-10-15 00:00:00,2024-10-16 00:00:00,Resolved,No
EVT465D33C0,Employee Injury,Critical,Finance,EMPD5865585,Chicago,2024-06-19 00:00:00,2024-06-22 00:00:00,Resolved,No
EVT79947237,Purchase Request,Normal,Quality,EMP3468BD6C,Los Angeles,2024-03-22 00:00:00,2024-03-31 00:00:00,Resolved,Yes
EVTC04CC4A4,Cyber Alert,Normal,Finance,EMP36338011,Dallas,2024-03-25 00:00:00,2024-04-03 00:00:00,Resolved,Yes
EVT55F49E03,Vendor Delay,Warning,Operations,EMPD09075C5,New York,2024-12-18 00:00:00,2024-12-21 00:00:00,Resolved,No
EVTC8270718,Vendor Delay,Warning,Sales,EMPEB229867,Phoenix,2024-08-09 00:00:00,,Pending,No
EVTCE75BC3D,Employee Injury,Warning,Marketing,EMPFE3F29A9,Los Angeles,2024-05-21 00:00:00,2024-05-27 00:00:00,Resolved,Yes
EVT777A4FCC,Inventory Shortage,Critical,Quality,EMP6C0341E2,Jacksonville,2024-11-24 00:00:00,2024-11-26 00:00:00,Resolved,Yes
EVT80990071,Customer Escalation,Warning,Manufacturing,EMP3EEA517D,Houston,2024-09-14 00:00:00,2024-09-19 00:00:00,Resolved,No
EVT5075D3BE,Vendor Delay,Warning,HR,EMP8956F600,New York,2024-09-15 00:00:00,,Pending,No
EVTA3FDF9FE,Customer Escalation,Warning,Procurement,EMPDAA0E86A,Jacksonville,2024-08-29 00:00:00,2024-09-04 00:00:00,Resolved,Yes
EVTCF446585,Machine Breakdown,Critical,Manufacturing,EMPA3564C7D,Dallas,2024-08-31 00:00:00,2024-09-01 00:00:00,Resolved,No
EVT4BA50977,Employee Injury,Warning,Marketing,EMP6BDF065F,Houston,2024-08-27 00:00:00,2024-09-03 00:00:00,Resolved,Yes
EVTEA34AD71,Employee Injury,Critical,Operations,EMP8E643DD6,New York,2024-03-21 00:00:00,2024-03-22 00:00:00,Resolved,Yes
EVT9C824D50,Vendor Delay,Normal,Quality,EMP0216FAA3,Dallas,2024-08-10 00:00:00,2024-08-17 00:00:00,Resolved,Yes
EVTE8E273A0,Employee Injury,Critical,Operations,EMP1B36073E,Austin,2024-01-20 00:00:00,2024-01-21 00:00:00,Resolved,Yes
EVT4AF634A3,Employee Injury,Critical,Manufacturing,EMPDB316203,Philadelphia,2024-01-30 00:00:00,2024-02-01 00:00:00,Resolved,No
